sales_person,country,product,date,sales,boxes_shipped,year,year_month_period,year_month,month_name,month_num
Rafaelita Blaksland,USA,White Choc,2023-08-16,5025.84,133,2023,2023-08,2023-08,August,8
Roddy Speechley,Canada,Smooth Sliky Salty,2023-03-07,9902.03,12,2023,2023-03,2023-03,March,3
Curtice Advani,New Zealand,After Nines,2023-04-05,7944.07,33,2023,2023-04,2023-04,April,4
Camilla Castle,India,85% Dark Bars,2023-05-04,9523.65,55,2023,2023-05,2023-05,May,5
Ches Bonnell,USA,Choco Coated Almonds,2023-01-04,16240.71,93,2023,2023-01,2023-01,January,1
Marney O'Breen,Australia,Baker's Choco Chips,2023-01-13,5891.94,109,2023,2023-01,2023-01,January,1
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,2023-07-11,6924.52,94,2023,2023-07,2023-07,July,7
Kaine Padly,Australia,Mint Chip Choco,2023-05-17,4552.57,158,2023,2023-05,2023-05,May,5
Camilla Castle,New Zealand,Peanut Butter Cubes,2023-07-21,1724.91,60,2023,2023-07,2023-07,July,7
Curtice Advani,Canada,Organic Choco Syrup,2023-02-22,897.3,21,2023,2023-02,2023-02,February,2
Jan Morforth,India,99% Dark & Pure,2023-05-23,10283.9,178,2023,2023-05,2023-05,May,5
Rafaelita Blaksland,Canada,Drinking Coco,2023-07-12,10415.77,200,2023,2023-07,2023-07,July,7
Jan Morforth,UK,Orange Choco,2023-06-15,4220.83,193,2023,2023-06,2023-06,June,6
Barr Faughny,New Zealand,50% Dark Bites,2023-06-23,4909.86,304,2023,2023-06,2023-06,June,6
Curtice Advani,Australia,Eclairs,2023-03-25,6549.62,53,2023,2023-03,2023-03,March,3
Jan Morforth,India,Caramel Stuffed Bars,2023-07-04,88.72,165,2023,2023-07,2023-07,July,7
Andria Kimpton,UK,White Choc,2023-05-12,9793.16,110,2023,2023-05,2023-05,May,5
Camilla Castle,New Zealand,Raspberry Choco,2023-04-04,4823.65,143,2023,2023-04,2023-04,April,4
Madelene Upcott,Australia,Orange Choco,2023-04-15,7556.55,404,2023,2023-04,2023-04,April,4
Roddy Speechley,Canada,Eclairs,2023-03-08,7082.03,95,2023,2023-03,2023-03,March,3
Karlen McCaffrey,India,White Choc,2023-01-17,8361.47,231,2023,2023-01,2023-01,January,1
Wilone O'Kielt,India,Mint Chip Choco,2023-08-22,1310.5,52,2023,2023-08,2023-08,August,8
Andria Kimpton,UK,99% Dark & Pure,2023-07-25,1288.1,67,2023,2023-07,2023-07,July,7
Marney O'Breen,UK,50% Dark Bites,2023-06-14,3288.29,133,2023,2023-06,2023-06,June,6
Ches Bonnell,India,Choco Coated Almonds,2023-04-05,10669.09,85,2023,2023-04,2023-04,April,4
Madelene Upcott,UK,Raspberry Choco,2023-08-26,7361.93,344,2023,2023-08,2023-08,August,8
Wilone O'Kielt,Australia,50% Dark Bites,2023-08-03,10336.22,123,2023,2023-08,2023-08,August,8
Gigi Bohling,Canada,White Choc,2023-07-11,6985.95,4,2023,2023-07,2023-07,July,7
Wilone O'Kielt,New Zealand,Eclairs,2023-03-11,3394.46,21,2023,2023-03,2023-03,March,3
Brien Boise,UK,Peanut Butter Cubes,2023-01-10,15337.23,31,2023,2023-01,2023-01,January,1
Roddy Speechley,UK,Baker's Choco Chips,2023-04-04,15925.17,378,2023,2023-04,2023-04,April,4
Karlen McCaffrey,Australia,50% Dark Bites,2023-01-17,7355.77,772,2023,2023-01,2023-01,January,1
Marney O'Breen,New Zealand,Organic Choco Syrup,2023-07-08,9489.27,54,2023,2023-07,2023-07,July,7
Jan Morforth,UK,Organic Choco Syrup,2023-04-12,1281.32,354,2023,2023-04,2023-04,April,4
Rafaelita Blaksland,Canada,Fruit & Nut Bars,2023-08-24,518.07,192,2023,2023-08,2023-08,August,8
Ches Bonnell,UK,Choco Coated Almonds,2023-06-07,1933.56,239,2023,2023-06,2023-06,June,6
Gunar Cockshoot,Canada,Almond Choco,2023-07-28,1308.52,30,2023,2023-07,2023-07,July,7
Husein Augar,USA,99% Dark & Pure,2023-02-21,9878.5,111,2023,2023-02,2023-02,February,2
Dennison Crosswaite,Canada,Mint Chip Choco,2023-04-08,1943.7,297,2023,2023-04,2023-04,April,4
Brien Boise,UK,Manuka Honey Choco,2023-06-28,80.62,103,2023,2023-06,2023-06,June,6
Van Tuxwell,UK,Baker's Choco Chips,2023-03-24,2678.37,20,2023,2023-03,2023-03,March,3
Barr Faughny,Australia,Caramel Stuffed Bars,2023-07-29,2931.1,60,2023,2023-07,2023-07,July,7
Dennison Crosswaite,USA,Eclairs,2023-05-25,2316.09,90,2023,2023-05,2023-05,May,5
Gigi Bohling,Australia,Raspberry Choco,2023-03-30,6722.22,330,2023,2023-03,2023-03,March,3
Dennison Crosswaite,USA,Organic Choco Syrup,2023-07-18,14528.51,134,2023,2023-07,2023-07,July,7
Beverie Moffet,Canada,Orange Choco,2023-05-10,9390.28,104,2023,2023-05,2023-05,May,5
Mallorie Waber,Australia,Choco Coated Almonds,2023-03-18,16230.41,94,2023,2023-03,2023-03,March,3
Ches Bonnell,India,Caramel Stuffed Bars,2023-06-15,7224.39,55,2023,2023-06,2023-06,June,6
Van Tuxwell,Canada,50% Dark Bites,2023-05-12,15567.58,57,2023,2023-05,2023-05,May,5
Kelci Walkden,New Zealand,Baker's Choco Chips,2023-06-23,2964.2,105,2023,2023-06,2023-06,June,6
Beverie Moffet,India,Spicy Special Slims,2023-04-21,3357.08,186,2023,2023-04,2023-04,April,4
Gigi Bohling,Australia,Almond Choco,2023-08-17,1010.37,127,2023,2023-08,2023-08,August,8
Rafaelita Blaksland,New Zealand,Eclairs,2023-02-07,20470.43,54,2023,2023-02,2023-02,February,2
Kelci Walkden,Canada,Smooth Sliky Salty,2023-03-17,8762.75,115,2023,2023-03,2023-03,March,3
Jan Morforth,India,Baker's Choco Chips,2023-08-01,14613.52,85,2023,2023-08,2023-08,August,8
Jehu Rudeforth,Australia,Milk Bars,2023-03-18,9839.46,31,2023,2023-03,2023-03,March,3
Gigi Bohling,Canada,Fruit & Nut Bars,2023-06-14,6633.23,103,2023,2023-06,2023-06,June,6
Beverie Moffet,UK,Eclairs,2023-04-22,9749.07,169,2023,2023-04,2023-04,April,4
Marney O'Breen,New Zealand,Eclairs,2023-01-18,5254.38,31,2023,2023-01,2023-01,January,1
Husein Augar,Australia,99% Dark & Pure,2023-08-26,3430.43,123,2023,2023-08,2023-08,August,8
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,2023-06-10,10454.55,434,2023,2023-06,2023-06,June,6
Curtice Advani,Canada,70% Dark Bites,2023-01-31,2413.87,7,2023,2023-01,2023-01,January,1
Kelci Walkden,New Zealand,Manuka Honey Choco,2023-04-08,1445.14,108,2023,2023-04,2023-04,April,4
Dotty Strutley,Australia,Baker's Choco Chips,2023-06-07,4022.64,71,2023,2023-06,2023-06,June,6
Barr Faughny,Australia,85% Dark Bars,2023-02-10,8651.2,43,2023,2023-02,2023-02,February,2
Beverie Moffet,Australia,50% Dark Bites,2023-05-16,725.16,453,2023,2023-05,2023-05,May,5
Gunar Cockshoot,India,Baker's Choco Chips,2023-03-18,2385.4,540,2023,2023-03,2023-03,March,3
Van Tuxwell,Australia,50% Dark Bites,2023-07-13,726.04,131,2023,2023-07,2023-07,July,7
Oby Sorrel,USA,Manuka Honey Choco,2023-07-25,4742.35,83,2023,2023-07,2023-07,July,7
Van Tuxwell,Canada,Choco Coated Almonds,2023-08-19,2556.96,312,2023,2023-08,2023-08,August,8
Karlen McCaffrey,Canada,70% Dark Bites,2023-06-24,8376.69,646,2023,2023-06,2023-06,June,6
Kelci Walkden,Canada,Fruit & Nut Bars,2023-06-20,840.71,162,2023,2023-06,2023-06,June,6
Camilla Castle,India,99% Dark & Pure,2023-08-02,207.87,216,2023,2023-08,2023-08,August,8
Madelene Upcott,New Zealand,70% Dark Bites,2023-02-22,13370.34,94,2023,2023-02,2023-02,February,2
Mallorie Waber,New Zealand,Orange Choco,2023-02-01,6811.37,25,2023,2023-02,2023-02,February,2
Jan Morforth,Canada,70% Dark Bites,2023-02-14,6096.52,300,2023,2023-02,2023-02,February,2
Kelci Walkden,Australia,Milk Bars,2023-02-24,8684.58,120,2023,2023-02,2023-02,February,2
Dennison Crosswaite,India,Orange Choco,2023-03-18,873.26,140,2023,2023-03,2023-03,March,3
Husein Augar,UK,Eclairs,2023-08-30,1912.66,253,2023,2023-08,2023-08,August,8
Gigi Bohling,USA,Peanut Butter Cubes,2023-05-09,321.61,76,2023,2023-05,2023-05,May,5
Wilone O'Kielt,USA,Smooth Sliky Salty,2023-01-18,511.12,96,2023,2023-01,2023-01,January,1
Curtice Advani,India,White Choc,2023-07-04,7887.15,335,2023,2023-07,2023-07,July,7
Oby Sorrel,New Zealand,Spicy Special Slims,2023-06-03,1793.67,13,2023,2023-06,2023-06,June,6
Beverie Moffet,New Zealand,Peanut Butter Cubes,2023-02-23,12129.42,29,2023,2023-02,2023-02,February,2
Dotty Strutley,New Zealand,99% Dark & Pure,2023-05-09,11749.75,213,2023,2023-05,2023-05,May,5
Kelci Walkden,India,70% Dark Bites,2023-06-06,3967.25,101,2023,2023-06,2023-06,June,6
Kelci Walkden,India,Drinking Coco,2023-07-04,8105.37,255,2023,2023-07,2023-07,July,7
Brien Boise,New Zealand,Drinking Coco,2023-06-06,1614.17,106,2023,2023-06,2023-06,June,6
Dotty Strutley,Australia,Almond Choco,2023-05-13,1613.3,91,2023,2023-05,2023-05,May,5
Wilone O'Kielt,New Zealand,Organic Choco Syrup,2023-01-31,2155.64,281,2023,2023-01,2023-01,January,1
Ches Bonnell,New Zealand,Caramel Stuffed Bars,2023-06-30,8184.37,43,2023,2023-06,2023-06,June,6
Barr Faughny,Canada,Manuka Honey Choco,2023-08-25,3613.32,251,2023,2023-08,2023-08,August,8
Gigi Bohling,New Zealand,Smooth Sliky Salty,2023-01-10,801.09,101,2023,2023-01,2023-01,January,1
Brien Boise,USA,Manuka Honey Choco,2023-08-22,2069.48,8,2023,2023-08,2023-08,August,8
Roddy Speechley,New Zealand,85% Dark Bars,2023-04-14,5096.21,284,2023,2023-04,2023-04,April,4
Oby Sorrel,UK,Smooth Sliky Salty,2023-05-31,10573.5,338,2023,2023-05,2023-05,May,5
Oby Sorrel,UK,Raspberry Choco,2023-04-08,4611.37,322,2023,2023-04,2023-04,April,4
Roddy Speechley,USA,Drinking Coco,2023-02-21,3288.77,148,2023,2023-02,2023-02,February,2
Andria Kimpton,Australia,Manuka Honey Choco,2023-03-30,10883.13,394,2023,2023-03,2023-03,March,3
Mallorie Waber,India,Raspberry Choco,2023-03-02,1516.56,2,2023,2023-03,2023-03,March,3
Jehu Rudeforth,USA,Orange Choco,2023-07-28,391.33,184,2023,2023-07,2023-07,July,7
Kaine Padly,New Zealand,70% Dark Bites,2023-03-24,7969.08,38,2023,2023-03,2023-03,March,3
Curtice Advani,Australia,After Nines,2023-08-11,63.71,109,2023,2023-08,2023-08,August,8
Husein Augar,UK,Almond Choco,2023-05-17,8832.33,175,2023,2023-05,2023-05,May,5
Kaine Padly,Canada,Choco Coated Almonds,2023-05-18,3542.19,180,2023,2023-05,2023-05,May,5
Roddy Speechley,UK,Peanut Butter Cubes,2023-08-17,6052.07,173,2023,2023-08,2023-08,August,8
Ches Bonnell,New Zealand,Eclairs,2023-04-04,543.2,54,2023,2023-04,2023-04,April,4
Brien Boise,India,85% Dark Bars,2023-08-09,18894.92,201,2023,2023-08,2023-08,August,8
Brien Boise,New Zealand,Organic Choco Syrup,2023-01-17,689.4,331,2023,2023-01,2023-01,January,1
Andria Kimpton,Canada,White Choc,2023-02-14,4435.95,31,2023,2023-02,2023-02,February,2
Gigi Bohling,New Zealand,Orange Choco,2023-05-16,9111.34,324,2023,2023-05,2023-05,May,5
Ches Bonnell,Canada,Smooth Sliky Salty,2023-03-16,10369.71,129,2023,2023-03,2023-03,March,3
Husein Augar,Canada,70% Dark Bites,2023-01-31,5833.2,290,2023,2023-01,2023-01,January,1
Barr Faughny,Canada,Organic Choco Syrup,2023-03-10,1229.96,219,2023,2023-03,2023-03,March,3
Oby Sorrel,UK,Organic Choco Syrup,2023-06-30,8839.72,170,2023,2023-06,2023-06,June,6
Van Tuxwell,New Zealand,Eclairs,2023-03-01,5747.66,176,2023,2023-03,2023-03,March,3
Mallorie Waber,UK,Drinking Coco,2023-05-27,3666.04,107,2023,2023-05,2023-05,May,5
Oby Sorrel,UK,Milk Bars,2023-07-11,6853.82,220,2023,2023-07,2023-07,July,7
Karlen McCaffrey,New Zealand,Mint Chip Choco,2023-03-02,4361.01,59,2023,2023-03,2023-03,March,3
Jehu Rudeforth,USA,Raspberry Choco,2023-03-04,7686.15,141,2023,2023-03,2023-03,March,3
Kelci Walkden,UK,85% Dark Bars,2023-06-23,4188.43,235,2023,2023-06,2023-06,June,6
Kelci Walkden,USA,Almond Choco,2023-01-27,5425.24,234,2023,2023-01,2023-01,January,1
Marney O'Breen,Canada,Orange Choco,2023-01-14,2896.97,456,2023,2023-01,2023-01,January,1
Dennison Crosswaite,India,Fruit & Nut Bars,2023-07-29,1071.31,23,2023,2023-07,2023-07,July,7
Brien Boise,Canada,Smooth Sliky Salty,2023-05-13,6417.05,497,2023,2023-05,2023-05,May,5
Barr Faughny,Canada,Baker's Choco Chips,2023-02-03,10967.31,172,2023,2023-02,2023-02,February,2
Brien Boise,India,Smooth Sliky Salty,2023-05-27,6345.02,28,2023,2023-05,2023-05,May,5
Jan Morforth,Australia,Drinking Coco,2023-02-18,2824.71,25,2023,2023-02,2023-02,February,2
Brien Boise,India,Spicy Special Slims,2023-01-28,1463.67,34,2023,2023-01,2023-01,January,1
Van Tuxwell,UK,Eclairs,2023-06-29,5856.52,115,2023,2023-06,2023-06,June,6
Wilone O'Kielt,India,Caramel Stuffed Bars,2023-01-13,4303.86,282,2023,2023-01,2023-01,January,1
Jehu Rudeforth,UK,After Nines,2023-06-27,2047.77,169,2023,2023-06,2023-06,June,6
Barr Faughny,Canada,White Choc,2023-03-29,4692.36,1,2023,2023-03,2023-03,March,3
Gunar Cockshoot,India,Organic Choco Syrup,2023-06-03,7302.42,153,2023,2023-06,2023-06,June,6
Mallorie Waber,Canada,Smooth Sliky Salty,2023-03-21,2056.92,103,2023,2023-03,2023-03,March,3
Mallorie Waber,India,Eclairs,2023-04-12,11032.79,49,2023,2023-04,2023-04,April,4
Rafaelita Blaksland,Australia,Raspberry Choco,2023-01-19,7773.64,247,2023,2023-01,2023-01,January,1
Karlen McCaffrey,UK,50% Dark Bites,2023-04-06,3843.01,295,2023,2023-04,2023-04,April,4
Kaine Padly,Australia,50% Dark Bites,2023-08-02,9163.79,81,2023,2023-08,2023-08,August,8
Gigi Bohling,Australia,Eclairs,2023-04-12,7628.59,146,2023,2023-04,2023-04,April,4
Oby Sorrel,India,Drinking Coco,2023-07-21,18220.59,139,2023,2023-07,2023-07,July,7
Van Tuxwell,New Zealand,Baker's Choco Chips,2023-03-22,9828.94,24,2023,2023-03,2023-03,March,3
Husein Augar,India,Peanut Butter Cubes,2023-05-09,4726.65,5,2023,2023-05,2023-05,May,5
Andria Kimpton,Australia,Baker's Choco Chips,2023-08-09,344.82,118,2023,2023-08,2023-08,August,8
Madelene Upcott,Canada,Choco Coated Almonds,2023-07-20,3451.24,283,2023,2023-07,2023-07,July,7
Brien Boise,India,70% Dark Bites,2023-04-14,5071.49,439,2023,2023-04,2023-04,April,4
Jehu Rudeforth,Canada,White Choc,2023-01-25,4719.38,132,2023,2023-01,2023-01,January,1
Andria Kimpton,Australia,Almond Choco,2023-04-25,3430.58,174,2023,2023-04,2023-04,April,4
Dotty Strutley,Canada,After Nines,2023-01-17,268.3,239,2023,2023-01,2023-01,January,1
Karlen McCaffrey,USA,Eclairs,2023-08-15,991.46,133,2023,2023-08,2023-08,August,8
Karlen McCaffrey,Canada,Fruit & Nut Bars,2023-06-02,213.45,17,2023,2023-06,2023-06,June,6
Gunar Cockshoot,USA,85% Dark Bars,2023-06-30,7586.38,131,2023,2023-06,2023-06,June,6
Dotty Strutley,New Zealand,Raspberry Choco,2023-02-10,6192.19,99,2023,2023-02,2023-02,February,2
Marney O'Breen,Canada,Caramel Stuffed Bars,2023-02-23,1510.58,602,2023,2023-02,2023-02,February,2
Dennison Crosswaite,India,Organic Choco Syrup,2023-01-27,8693.31,209,2023,2023-01,2023-01,January,1
Camilla Castle,UK,Mint Chip Choco,2023-05-26,5509.77,307,2023,2023-05,2023-05,May,5
Brien Boise,USA,70% Dark Bites,2023-04-14,1863.2,22,2023,2023-04,2023-04,April,4
Madelene Upcott,Australia,99% Dark & Pure,2023-08-01,4822.5,159,2023,2023-08,2023-08,August,8
Mallorie Waber,Australia,Eclairs,2023-08-22,10856.55,229,2023,2023-08,2023-08,August,8
Marney O'Breen,India,99% Dark & Pure,2023-07-22,11252.11,159,2023,2023-07,2023-07,July,7
Husein Augar,USA,Fruit & Nut Bars,2023-04-28,1387.72,27,2023,2023-04,2023-04,April,4
Kelci Walkden,Australia,Almond Choco,2023-05-30,5509.22,341,2023,2023-05,2023-05,May,5
Ches Bonnell,USA,Milk Bars,2023-07-21,2444.25,155,2023,2023-07,2023-07,July,7
Jan Morforth,UK,Caramel Stuffed Bars,2023-08-02,3175.62,507,2023,2023-08,2023-08,August,8
Brien Boise,New Zealand,70% Dark Bites,2023-06-15,7900.42,143,2023,2023-06,2023-06,June,6
Oby Sorrel,India,85% Dark Bars,2023-07-05,9072.46,142,2023,2023-07,2023-07,July,7
Kaine Padly,New Zealand,Smooth Sliky Salty,2023-04-12,8.06,513,2023,2023-04,2023-04,April,4
Gigi Bohling,Australia,70% Dark Bites,2023-08-18,1548.54,104,2023,2023-08,2023-08,August,8
Jan Morforth,UK,50% Dark Bites,2023-01-12,5501.67,298,2023,2023-01,2023-01,January,1
Gunar Cockshoot,Canada,White Choc,2023-08-11,7685.42,15,2023,2023-08,2023-08,August,8
Jehu Rudeforth,Australia,Spicy Special Slims,2023-01-13,5147.77,402,2023,2023-01,2023-01,January,1
Husein Augar,UK,Baker's Choco Chips,2023-04-29,3070.43,143,2023,2023-04,2023-04,April,4
Rafaelita Blaksland,New Zealand,After Nines,2023-07-07,1127.5,88,2023,2023-07,2023-07,July,7
Madelene Upcott,New Zealand,Mint Chip Choco,2023-03-11,8502.77,4,2023,2023-03,2023-03,March,3
Madelene Upcott,UK,70% Dark Bites,2023-02-16,5961.02,241,2023,2023-02,2023-02,February,2
Barr Faughny,Australia,Organic Choco Syrup,2023-01-07,2478.33,33,2023,2023-01,2023-01,January,1
Beverie Moffet,New Zealand,Drinking Coco,2023-01-12,1269.56,497,2023,2023-01,2023-01,January,1
Beverie Moffet,India,Eclairs,2023-06-09,11130.52,144,2023,2023-06,2023-06,June,6
Andria Kimpton,India,Eclairs,2023-05-16,2455.09,83,2023,2023-05,2023-05,May,5
Gigi Bohling,UK,85% Dark Bars,2023-06-23,12764.94,100,2023,2023-06,2023-06,June,6
Roddy Speechley,UK,Raspberry Choco,2023-01-28,13351.42,198,2023,2023-01,2023-01,January,1
Dotty Strutley,UK,Mint Chip Choco,2023-07-14,2763.22,223,2023,2023-07,2023-07,July,7
Barr Faughny,Canada,Drinking Coco,2023-04-18,6523.34,245,2023,2023-04,2023-04,April,4
Oby Sorrel,USA,Milk Bars,2023-06-14,1868.25,82,2023,2023-06,2023-06,June,6
Oby Sorrel,UK,Orange Choco,2023-04-15,8431.83,251,2023,2023-04,2023-04,April,4
Curtice Advani,Canada,Peanut Butter Cubes,2023-05-19,5646.99,64,2023,2023-05,2023-05,May,5
Gigi Bohling,India,White Choc,2023-04-13,1484.67,180,2023,2023-04,2023-04,April,4
Husein Augar,Canada,Choco Coated Almonds,2023-08-15,3859.95,395,2023,2023-08,2023-08,August,8
Wilone O'Kielt,India,Choco Coated Almonds,2023-08-22,3237.3,227,2023,2023-08,2023-08,August,8
Wilone O'Kielt,New Zealand,Baker's Choco Chips,2023-04-22,4072.43,64,2023,2023-04,2023-04,April,4
Kaine Padly,UK,Choco Coated Almonds,2023-08-03,8054.87,118,2023,2023-08,2023-08,August,8
Dennison Crosswaite,New Zealand,Organic Choco Syrup,2023-01-04,420.3,224,2023,2023-01,2023-01,January,1
Kelci Walkden,Canada,After Nines,2023-01-13,17073.99,218,2023,2023-01,2023-01,January,1
Van Tuxwell,Australia,Baker's Choco Chips,2023-05-11,13624.31,33,2023,2023-05,2023-05,May,5
Husein Augar,New Zealand,Peanut Butter Cubes,2023-02-16,2318.46,235,2023,2023-02,2023-02,February,2
Kaine Padly,UK,Caramel Stuffed Bars,2023-05-20,10740.05,67,2023,2023-05,2023-05,May,5
Jehu Rudeforth,UK,Drinking Coco,2023-02-03,7624.67,422,2023,2023-02,2023-02,February,2
Beverie Moffet,India,Manuka Honey Choco,2023-05-06,10168.32,159,2023,2023-05,2023-05,May,5
Gunar Cockshoot,UK,Choco Coated Almonds,2023-06-30,6635.15,141,2023,2023-06,2023-06,June,6
Gunar Cockshoot,UK,Smooth Sliky Salty,2023-03-22,860.12,158,2023,2023-03,2023-03,March,3
Camilla Castle,Canada,Orange Choco,2023-02-17,8671.21,52,2023,2023-02,2023-02,February,2
Jehu Rudeforth,UK,85% Dark Bars,2023-07-07,5534.11,63,2023,2023-07,2023-07,July,7
Oby Sorrel,UK,70% Dark Bites,2023-03-16,6800.26,187,2023,2023-03,2023-03,March,3
Kelci Walkden,UK,99% Dark & Pure,2023-08-12,3927.83,123,2023,2023-08,2023-08,August,8
Gigi Bohling,New Zealand,After Nines,2023-01-21,5833.8,196,2023,2023-01,2023-01,January,1
Oby Sorrel,Australia,50% Dark Bites,2023-05-06,733.08,147,2023,2023-05,2023-05,May,5
Oby Sorrel,Canada,50% Dark Bites,2023-06-24,7164.51,140,2023,2023-06,2023-06,June,6
Barr Faughny,USA,White Choc,2023-05-05,7900.52,175,2023,2023-05,2023-05,May,5
Rafaelita Blaksland,New Zealand,99% Dark & Pure,2023-03-25,3550.76,85,2023,2023-03,2023-03,March,3
Curtice Advani,Australia,Caramel Stuffed Bars,2023-02-14,10281.51,136,2023,2023-02,2023-02,February,2
Curtice Advani,New Zealand,85% Dark Bars,2023-05-12,5936.81,180,2023,2023-05,2023-05,May,5
Barr Faughny,New Zealand,Smooth Sliky Salty,2023-01-25,4552.15,172,2023,2023-01,2023-01,January,1
Ches Bonnell,UK,85% Dark Bars,2023-06-28,15944.86,11,2023,2023-06,2023-06,June,6
Dennison Crosswaite,Australia,Drinking Coco,2023-07-13,7722.58,188,2023,2023-07,2023-07,July,7
Roddy Speechley,USA,Milk Bars,2023-05-16,3105.38,268,2023,2023-05,2023-05,May,5
Jan Morforth,India,After Nines,2023-03-14,6994.35,179,2023,2023-03,2023-03,March,3
Gunar Cockshoot,USA,After Nines,2023-08-15,4264.49,252,2023,2023-08,2023-08,August,8
Ches Bonnell,India,Orange Choco,2023-02-16,1215.3,271,2023,2023-02,2023-02,February,2
Mallorie Waber,UK,Manuka Honey Choco,2023-06-15,8519.37,45,2023,2023-06,2023-06,June,6
Barr Faughny,Australia,Raspberry Choco,2023-05-27,9810.95,105,2023,2023-05,2023-05,May,5
Wilone O'Kielt,USA,Drinking Coco,2023-06-14,1065.63,107,2023,2023-06,2023-06,June,6
Wilone O'Kielt,India,Eclairs,2023-02-25,3894.68,80,2023,2023-02,2023-02,February,2
Wilone O'Kielt,India,After Nines,2023-08-04,12194.27,252,2023,2023-08,2023-08,August,8
Kelci Walkden,India,99% Dark & Pure,2023-06-28,2455.13,236,2023,2023-06,2023-06,June,6
Gunar Cockshoot,Canada,Spicy Special Slims,2023-04-05,14887.76,12,2023,2023-04,2023-04,April,4
Madelene Upcott,Canada,Peanut Butter Cubes,2023-07-05,15276.46,121,2023,2023-07,2023-07,July,7
Kaine Padly,New Zealand,Eclairs,2023-01-20,13520.48,47,2023,2023-01,2023-01,January,1
Ches Bonnell,New Zealand,Drinking Coco,2023-02-16,9195.53,127,2023,2023-02,2023-02,February,2
Curtice Advani,UK,Drinking Coco,2023-07-12,460.98,182,2023,2023-07,2023-07,July,7
Kelci Walkden,India,Raspberry Choco,2023-06-16,8216.56,257,2023,2023-06,2023-06,June,6
Dotty Strutley,Australia,Choco Coated Almonds,2023-04-13,1863.54,277,2023,2023-04,2023-04,April,4
Kaine Padly,UK,50% Dark Bites,2023-02-21,3283.0,72,2023,2023-02,2023-02,February,2
Roddy Speechley,Canada,Choco Coated Almonds,2023-05-11,5967.18,247,2023,2023-05,2023-05,May,5
Ches Bonnell,India,50% Dark Bites,2023-04-15,12083.5,334,2023,2023-04,2023-04,April,4
Oby Sorrel,Canada,Peanut Butter Cubes,2023-06-07,12397.06,179,2023,2023-06,2023-06,June,6
Oby Sorrel,UK,White Choc,2023-06-27,1746.01,280,2023,2023-06,2023-06,June,6
Barr Faughny,India,After Nines,2023-07-29,9021.65,104,2023,2023-07,2023-07,July,7
Wilone O'Kielt,Canada,Smooth Sliky Salty,2023-06-02,5263.45,165,2023,2023-06,2023-06,June,6
Rafaelita Blaksland,India,Mint Chip Choco,2023-01-26,15473.0,91,2023,2023-01,2023-01,January,1
Rafaelita Blaksland,Canada,99% Dark & Pure,2023-03-02,5566.57,140,2023,2023-03,2023-03,March,3
Van Tuxwell,Australia,70% Dark Bites,2023-01-10,8111.43,111,2023,2023-01,2023-01,January,1
Beverie Moffet,USA,70% Dark Bites,2023-06-27,2341.8,117,2023,2023-06,2023-06,June,6
Barr Faughny,Canada,Orange Choco,2023-06-30,8650.42,19,2023,2023-06,2023-06,June,6
